Title	Abstract	Keywords	Coordinator	Participants	URL	Interesting
Development and characterization of a pan-flavivirus vaccine candidate	Dengue, yellow fever, Zika, and West Nile viruses are mosquito-borne flaviviruses and global public health burdens that infect half a billion people annually, causing 250,000 deaths, and threaten nearly the entire human population. In a context of human-driven global changes, these threats will intensify with larger and more frequent epidemics, potentially leading to pandemics, will expand with geographic spreading of the mosquito vectors, and will multiply with the likely emergence of yet-unknown flaviviruses. Improving pandemic preparedness and response to these emerging and re-emerging diseases is a top priority both for the EU and WHO. However, there are no effective interventions against all flaviviruses and current vaccines targeting flaviviral proteins have severe safety issues. FLAVIVACCINE’s high-impact/low-risk/disruptive ambition is to develop a novel, broad-spectrum, mosquito saliva-targeted vaccine candidate that protects against multiple different flaviviruses and is ready for clinical evaluation by building upon an experimentally-validated proof-of-concept. FLAVIVACCINE will define the immunogenicity of the pan-flavivirus target, develop and characterize a vaccine candidate against multiple flaviviruses, and prepare it for clinical evaluation. To reach these goals, FLAVIVACCINE creates a unique interdisciplinary environment of ten public and private institutions, including Universities, Research Institutions and a Vaccine Developer, from seven countries to cover all the required scientific expertise and knowledge in cell biology, virology, immunology and vaccinology. The pan-flavivirus vaccine candidate that will be validated against dengue, yellow fever, Zika and West Nile diseases in several preclinical models, together with the knowledge and networks resulting from FLAVIVACCINE, will have short- and long-term impact on the EU ability to combat epidemic and pandemic viral threats, and protect communities and citizens in the EU and around the world.	flavivirus; mosquito saliva; vaccine development; extracellular vesicles; animal models; pandemic preparedness; broad-spectrum vaccine	INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT - IRD	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS - CSIC; COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES - CEA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101137006/program/43108390/details	
Deconstructing the protective immunity of yellow fever virus 17D to inform flavivirus vaccine design	While endemic to the tropics, flaviviruses like Zika, dengue, West Nile or yellow fever virus are re-emerging pathogens of global health concern. Climate change and urbanization have largely contributed to the dissemination of their mosquito vector and Europe has in recent years been regularly confronted with autochthonous cases. Few vaccines are licensed to prevent flavivirus disease, but the yellow fever 17D (YF17D) vaccine has a unique track record of efficiency and safety. Intriguingly, despite its success, how YF17D induces immunity remains poorly understood. The YELLOW4FLAVI consortium aims to fill the gaps in our understanding of the mechanism of action of this vaccine by linking the structure of the viral particle to the resulting host immune response, in order to learn about optimal vaccine design for flaviviruses in general. Since social acceptance of vaccines is critical for their success, we will also develop optimal communication methods. This will provide us with the tools to tailor vaccine design not only to achieve optimal immune protection, but also to facilitate actual implementation.We are molecular and structural virologists, cell biologists, immunologists, computational scientists, clinicians, and social scientists assembled in a tight collaborative network. To pursue our goal of obtaining a blueprint for determinants of long-lasting immunity for flavivirus vaccine candidates, we will use cutting-edge technologies like cryo-EM, super resolution microscopy, spatial transcriptomics, high-dimensional spectral flow cytometry, single-cell RNA sequencing, advanced cell engineering, small animal models, and clinical studies. In a unique manner, the consortium thereby follows a thread of events from the early response at the site of vaccine injection to the population perception of vaccination, harnessing an enhanced understanding of one of the most successful vaccines of mankind for the development of novel lines of defense against new and old threats.	Flavivirus; Virus endocytosis; antigen presentation; dendritic cells; antibody response; B cell epitopes; cross-reactivity T cell epitopes; T cell quality; immunological memory	INSTITUT PASTEUR - IP	CHARITE - UNIVERSITAETSMEDIZIN BERLIN -; CORPORACION CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CORPORACION CIDEIM; IMMUNEWATCH BV -	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101137459/program/43108390/details	
Decipher cytochrome P450 enzymes (CYPs) by digital tools to produce flavonoids and terpenoids	"Microbial production of plant metabolites has economic & environmental benefits over traditional extraction and chemical methods. Despite initial progress & the successful market introduction of some molecules, the microbial production of oxygenated plant metabolites (OPMs) mediated by cytochrome P450 enzymes (CYPs) is still lagging, making them almost inaccessible to society. In contrast, artificial intelligence (AI) & machine learning (ML) tools are evolving rapidly, but their use for engineering biology is still underexplored. deCYPher applies these groundbreaking AI/ML techniques to unlock the OPM molecules to society.

deCYPher develops a standardised AI/ML pipeline to implement AI/ML in each step of the Design-Build-Test-Learn cycle, and across all steps in the biotech value chain. Combined with smart databases & synthetic biology (SynBio) tools, this AI/ML pipeline will generate opportunities for the whole biotech sector. Specifically, applied to OPMs, we (1) bioprospect & select specific CYPs, (2) correctly localise & express CYPs and (3) optimise the microbial cells & bioprocess. deCYPher involves stakeholders (industry, regulators, NGOs) and engages European citizens across several countries. This allows to reflect on the societal ramifications of the convergence of AI & SynBio. 

The consortium brings together complementary expertise from 5 top RTOs, 3 SMEs, 1 LE & 1 bio-art association from 6 EU countries to unlock the full potential of OPMs. In parallel, deCYPher will enable the AI/ML sector to apply their tools in the biotech sector, by creating new production tools for industrial biotech and specifically impact industry (flavours & fragrances, phytonutrient) and society with novel products. deCYPher contributes to the EU green deal, supports the transition to a circular bioeconomy, increases resource efficiency, strengthens European competitiveness, innovates in a responsible and reflective manner & boosts sustainability of biobased value chains."	learning techniques; synthetic biology; functionalisation; oxygenated plant metabolites	UNIVERSITEIT GENT - UGent	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS - CSIC; BARCELONA SUPERCOMPUTING CENTER CENTRO NACIONAL DE SUPERCOMPUTACION - BSC CNS	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101081782/program/43108390/details	
DURABILITY MODELLING OF COMPOSITE STRUCTURES WITH ARBITRARY LAY-UP USING STANDARDIZED TESTING AND ARTIFICIAL INTELLIGENCE	"Advanced composite manufacturing is becoming crucial in the global sustainable drive for a climate-neutral future as enabler of light-weight structures in, for example, the aerospace and wind energy sector. Their increased relevance has raised the importance of damage tolerance and durability of composite structures, currently dealt with time-consuming and inaccurate techniques. Hence the objective of D-STANDART is to develop fast and efficient methods to model the durability of large-scale composite structures with arbitrary lay-ups under realistic conditions (loads, environment). 
New test methodologies will be developed using generic specimens to correctly quantify material parameters that determine the durability of composites under cyclical loading. Material characterisation will be used in high-fidelity models to simulate defect growth in various lay-ups and at various scales as a function of cyclical loading and rate. To apply these models in an industrial design environment, D-STANDART will make use of Artificial Intelligence (AI) surrogate models, trained using test data from the project and historical test data to easily adapt to different design parameters and complex lay-ups, thereby accelerating the development, uptake, and commercialisation of advanced components. Two use cases have been selected to validate the modelled durability performance both in the aerospace and renewable energy sectors. Furthermore, circularity and sustainability will be assessed via dedicated life-cycle assessment, life cycle costing and cost-benefit analysis. 
This 36-month €5.6M valued action involves, 9 partners (3 universities, 2 RTOs, 2 industry, and 2 SMEs) from four countries (United Kingdom, The Netherlands, Germany, and France). The consortium will be supported by an Advisory Board formed of 6 End users embracing the value chain to validate requirements, guide on relevant approach to certification, and finally support results uptake, in tight alignment with EMCC."	fatigue; composites; durability; modelling; standardization; manufacturing; artificial intelligence; life cycle assessment	STICHTING KONINKLIJK NEDERLANDS LUCHT - EN RUIMTEVAARTCENTRUM - Royal Netherlands Aerospace Centre Amsterdam	L - UP SAS -; MSC SOFTWARE GMBH - MSC	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101091409/program/43108390/details	
DNA-based Infrastructure for Storage and Computation	"Throughout evolution, Biology has found an almost-perfect molecule to pass information down through the millennia.  Whether for a simple bacterium or the largest whale, DNA achieves high information density while permitting cellular machinery rapid random-access retrieval to decode everything from a single protein to the development of an entire human brain.  Humanity's rapidly-growing data storage and computing needs make it is tempting to exploit optimised biological molecules and processes, but biology is messy, poorly-understood and much more specialised for life than it is for our needs -- we propose to use DNA for storage together with a rationally designed, well-characterised and robust molecular computing architecture.

The DISCO project will address the challenge of engineering a programmable and robust DNA storage and computing platform.  DISCO combines powerful molecular-algorithmic ideas from DNA computing with notions of thermodynamic stability from DNA nanostructures, to provide an expressive and robust system design.  The project proposes the use of long DNA scaffold strands, upon which hundreds of smaller strands bind to store data, which can be later read, erased, rewritten and computed upon.  DISCO begins with the aim of trialing a small, but thoroughly characterised and modelled prototype, that facilitates storage and computation on 10 bits.  Then, DISCO will scale-up the system to hundreds of  bits by leveraging recent technological advances to enable high-throughput techniques at both the experimental and data-readout stages.  Finally, DISCO will be extended to two-dimensional DNA origami structures, each carrying about a hundred bits, but with millions of structures in the same test tube, exhibiting DNA storage and computation in a distributed system at a massively parallel scale."	DNA computing; DNA storage; DNA nanotechnolgy	NATIONAL UNIVERSITY OF IRELAND MAYNOOTH - NUIM	PRGM DEV -; TILIBIT NANOSYSTEMS GMBH -	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101115422/program/43108390/details	
DIGITAL SOLUTIONS FOR ACCELERATED BATTERY TESTING	The current paradigm for battery testing is fragmented, time-consuming, and expensive. To fully characterize the performance of a battery cell requires a wide variety of both destructive and non-destructive tests, some of which can last for months or years. A new paradigm for battery testing is needed that takes full advantage of the latest advances in automation, data science, and modelling to bring battery development firmly into the digital era. DigiBatt will slingshot the European battery industry forward by developing novel digital approaches to extract more value from fewer tests. This will save valuable time and resources in a highly competitive industry. DigiBatt has assembled a consortium representing some of the world's leading battery research institutions, Gigafactories, and integrators, and will apply recent advances in autonomous battery testing, model-based simulation, and data-driven semantics to promote digital battery testing from TRL 4 to TRL 6.	Battery; Battery testing; Digitalisation; Digital twin; FAIR data	SINTEF AS - SINTEF	AVL LIST GMBH - AVL; CORVUS ENERGY AS -	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101103997/program/43108390/details	
DE-centralised Cloud labs fOr inDustrialisation of Energy materials	DECODE aims at creating and demonstrating a decentralised and adaptable future lab concept that connects multiple labs on a single platform in order to boost the effectiveness and speed-up the development and innovation path for clean energy materials and technologies. Initially demonstrated for selected hydrogen technologies, the DECODE platform is expected to find wide adoption in the clean technology field in the longer run, including energy harvesting, conversion and storage; clean water technologies; and the synthesis of value-added chemicals and fuels. The core of the platform comprises three elements: the DECODE FABRIC that connects adaptative multi-scale modelling and characterisation suites in a matrix-like structure; a scoring concept to assess modelling and characterisation suites in terms of their integration readiness level (IRL); and an AI-enabled central unit (CPU) that processes the IRL scores, performs the technology mapping to the FABRIC and orchestrates contributions in modelling and characterisation from partner labs. For the platform as a whole, DECODE strives to achieve a high level of flexibility, adaptability, and interoperability, in terms of materials modification strategies, technologies and operating regimes that it will be able to handle. Water electrolysis and hydrogen fuel cell technologies are selected for the demonstration of DECODE’s decentralised labs platform. The project will join leading expertise and capabilities in physical theory and modelling, design, fabrication, operando characterisation and testing of functional materials and components, materials digitalisation and cloud-connected lab operations, and industrial-grade component integration and in-line/end-of-line testing and validation by industrial partners in the consortium.	Clean technologies; green energy production; digital supply chain; correlative data analytics; tooling for diagnosis.	FORSCHUNGSZENTRUM JULICH GMBH - FZJ	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS - CNRS; CENTRO DE INVESTIGACIONES ENERGETICAS MEDIOAMBIENTALES Y TECNOLOGICAS - CIEMAT	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101135537/program/43108390/details	
Cryogenic storage and refuelling in space	"To move away from the dependence on hydrazine for space propulsion, greener alternatives must be sought. Cryogenic propellant combinations such as oxygen / methane offer higher specific impulses than storable combinations, but their low saturation temperatures raise additional challenges with respect to preventing their evaporation during long-term storage. While the ability to refuel craft with cryogenic propellants would allow for longer-term manned missions to Mars and the Moon, as well as aid in the improvement of in-space sustainability, preventing the evaporation of the propellants during the transfer process also poses challenges. As of today, neither long-term storage nor refuelling with cryogenic propellants has been demonstrated in-orbit. 

CRYSALIS will develop and mature the technologies needed for the management of cryogenic propellant for future space transportation and in-orbit servicing activities. This maturation will include performing a small-scale in-orbit demonstration to mature those whose performance can only be characterised in a microgravity environment. This will be a closed-system demonstrator flown on-board the Nyx capsule, which will aim to not only demonstrate the feasibility of such processes but will aim to improve the understanding of the behaviour of such propellants under microgravity, allowing for development of future systems. 

These technologies will aid in ensuring the independent access of the EU to space, in particular to manned and heavy missions beyond GEO and LEO, by supporting the development of a logistical network of craft, depots, and hubs, required for cis-lunar and future Martian missions. "	cryogenic propellent; in-orbit refuelling; ZBO storage	ABSOLUT SYSTEM SAS -	THE EXPLORATION COMPANY GMBH - The Exploration Company; UNIVERSITAT POLITECNICA DE CATALUNYA - UPC	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101135431/program/43108390/details	
Creating leverage to enhance biodiversity outcomes of global biomass trade	CLEVER identifies new leverage points for sustainable transformation informed by a novel holistic approach to quantify biodiversity and other impacts of trade in major raw and processed non-food biomass value chains. In line with Pillars 3 & 4 of the EU Biodiversity Strategy 2030, we address all outcomes of this topic by adopting perspectives at the system and value chain levels. At the system level, we improve our understanding of leakage effects in the non-food biomass trade system informed by quasi-experimental evaluation techniques, quantitative scenario modelling, and policy case studies. At the value chain level, CLEVER engages with key stakeholders (i.e., producers, traders, retailers, civil society, and policy makers) in R&I co-design to identify leverage points for transformative change at corporate and institutional levels. Value chain analyses will produce ‘ecological footprints’ from advanced life cycle analyses and enhance our understanding of actor-specific behavior focusing on trade in soy, timber, wood pulp, and fishmeal/oil between Europe, South America, and Central Africa. Further CLEVER products and tools to influence decision-making at the right level include (1) improved indicators of biodiversity loss to inform business and policy, (2) enhanced features for the global modelling platform GLOBIOM to quantify trade-mediated leakage and SDG interdependencies in biomass value chains, and (3) an innovation action pool to support public and private decision-makers in choosing governance instruments that effectively enhance biodiversity and promote climate change mitigation and adaptation. Building on prior and ongoing engagement of its members at the science-policy interface and through partnerships with other projects under the destination on biodiversity and ecosystem services, the consortium will leverage CLEVER knowledge and tools to strengthen IPBES and IPCC and enhance science-industry cooperation for sustainable bioeconomic transformation.	Biodiversity; bioeconomy; leakage; ecological footprints; R&I co-design; soy; timber; wood pulp; fishmeal; fish oil; Central Africa; South America; Europe; value chain governance; leverage points	RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN -	ALBERT-LUDWIGS-UNIVERSITAET FREIBURG - ALU-FR; ASOCIACION BC3 BASQUE CENTRE FOR CLIMATE CHANGE - KLIMA ALDAKETA IKERGAI - BC3; BONN.REALIS EV -	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101060765/program/43108390/details	
Create, mature and grow internet commons	"We propose the logical next step to fulfill the NGI vision of re-imagining and re-engineering the internet. Our overarching goal is to contribute to a future technology stack that reinstates humanist values. We believe this to be vital for a healthy democracy, a level playing field for businesses, technological sovereignty and cross-border collaboration.

The fund will have have a major beneficial impact on society and economy: we improve security and robustness of the overall technology supply chain, build human and institutional capacity in an inclusive way, make the transition to a greener tech stack, increases European competitiveness and strategic autonomy, and (re)establish a prominent role for the commons in standards development. Through our efforts we structure and grow the commons at global scale, together with like-minded actors, and support more pro-active policy making.

We attract, select and support the right people to work on strategic projects – and through that build up and maintain a coherent portfolio aligned with the overall intervention logic of NGI. We continue to operate the agile, effective and low-threshold funding mechanism of NGI0. The past 5 years this has shown to be capable of serving the global talent pool – allowing anyone to contribute to creating and improving digital commons.

We provide multi-disciplinary technical and strategic support from leading domain experts - and thus speed up market readiness. We scale up projects, seeking to mainstream the commons approach everywhere we can. We provide mentorship on open source compatible business models, and set up business circles with successful FOSS entrepreneurs. We provide access to reliable legal infrastructure.

Our work contributes to strengthening the European techno-social ecosystem of the commons, and creating a healthy economic underpinning for long term sustainability. Together with our community our goal is to steer towards the internet our societies deserve."	Commons; Open Standards; OSHW; FOSS; Free Software; Libre Technology	STICHTING NLNET - NLNET	ASOCIACION PARA EL PROGRESO DE LAS COMUNICACIONES -; ASSOCIATION PROFESSIONNELLE EUROPEENNE DU LOGICIEL LIBRE - Apell asbl	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101135429/program/43108390/details	
CorrelAtes of Protective immuniTy-driven Investigation of malaria VAccine combinaTion stratEgies	Malaria remains a serious health concern worldwide, with P. falciparum considered one of the deadliest human parasites. Yet, the currently approved vaccine against malaria (RTS,S/AS01) offers limited protection due to challenges in vaccine development. Using current advances made in understanding immunity to address some of the existing challenges, this proposal aims to develop a more efficacious vaccine against P. falciparum by targeting multiple developmental stages (sporozoite, liver and blood-stage). In this project, combinations of 1) highly promising whole parasite vaccination approach targeting the liver (late-arresting GAP), 2) RTS,S (provided by GSK) and 3) mRNA versions of clinically evaluated and partially protective blood stage vaccine candidates (Rh5, AMA1-DiCo [sporozoite and blood stage]) will be evaluated in preclinical and small-scale human trials to discern the optimal combination for further clinical investigations. To inform a rational design of future vaccine candidates, CAPTIVATE will analyse the vaccine-induced immune response to acquire a full understanding of malaria protective immunity and develop an advanced immunology in-silico platform. While immunity to blood stage malaria is relatively well understood, the mechanisms of adaptive protective immunity for pre-erythrocytic malaria vaccine candidates are less well-established. CAPTIVATE addresses this critical knowledge gap by combining state-of-the-art preclinical and clinical (CHMI) in vivo malaria vaccine efficacy models with an innovative in-silico platform comprising TCR/VDJ sequencing and artificial intelligence predictions, to identify such mechanisms. CAPTIVATE assembles a unique combination of European experts in their respective fields (malaria modelling in primates, clinical vaccine testing, in-silico modelling of immune responses, innovative omics approaches) in an integrated interdisciplinary approach aimed at bringing the next generation malaria vaccines to the clinic.	malaria; vaccines; mRNA; platform development; mathematical modelling; In-silico	EUROPEAN VACCINE INITIATIVE E.V - EUROPEAN VACCINE INITIATIVE e.V	ACADEMISCH ZIEKENHUIS LEIDEN - Leiden University Medical Center; DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG - GERMAN CANCER RESEARCH CENTER	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101081028/program/43108390/details	
Computational, Chemical and Biotechnology Solutions to Improved DNA Data Storage: from In-Product Information and Cryptography to Long-Term Archiving	Modern information-based society largely relies on trusted information storage in a large variety of setups, ranging from long-term digital archiving to embedding information into products. DNA is a promising future storage medium for such diverse applications as it offers sustainable and robust long-term information storage at extraordinary information density. DNA will also never become obsolete. However, long-term DNA archival storage is still very expensive. In DiDAX, we will develop new approaches to DNA storage based on novel encoding and decoding algorithms, new reduced cost synthesis approaches and new embedding technologies. Specifically, we will provide (i) synthesis, encoding and decoding methods for efficient reduced cost archiving using standard and composite DNA, (ii) in-product information storage technologies, including encapsulation and embedding, as well as tailored coding and reconstruction approaches, (iii)  methods for efficient labeling and cryptographic authentication, and (iv) efficient and new approaches to photolithography-based synthesis and composite synthesis of DNA, to enable reduced-cost DNA storage. We will demonstrate end-to-end PoC systems for reduced-cost archival storage, in-product information storage as well as DNA-based authentication protocols. The DiDAX project will expand the long-term applicability of archival DNA-based data storage through significant improvements in cost. Furthermore, DiDAX will broaden the range of DNA-based information technologies and lead to applications realizable in the short term by developing in-product information storage solutions and DNA-based authentication protocols. DiDAX methodology is highly interdisciplinary building on expertise in computer science, engineering, chemistry, material science, and in building complete DNA based storage systems. DiDAX impact spans applications and technology domains and will be disseminated and exploited to benefit European society and industry.	Authentication; Archiving; DNA of Things; CRISPR; Coding and Information Theory; 3D Printing	TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY -	LEIBNIZ-INSTITUT FUER LEBENSMITTEL-SYSTEMBIOLOGIE AN DER TECHNISCHEN UNIVERSITAET MUENCHEN -; TECHNISCHE UNIVERSITAET MUENCHEN - TUM	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101115134/program/43108390/details	
Computation driven development of novel vivo-like-DNA-nanotransducers for biomolecules structure identification	The link between the structural change of a molecule and its function is of fundamental importance since it provides direct insight on mechanism of complex biological processes. Recent years have witnessed noticeable advances of analysis of complex molecular conformations, however the understanding of their conformational dynamics remain a formidable challenge and revolutionary advances are still demanded the analysis of chemical composition and structure of biomolecules, however the understanding of their conformational dynamics remains a formidable challenge, and revolutionary advances are still demanded. Molecular machines, such as the DNA itself, which work at the core of many cellular activities, is able to DNA modify its conformation and to transduce the signal upon binding to specific proteins.  In this project, we will develop a DNA-nanotrasducer for real-time detection of conformational changes and the analysis of molecular dynamics as it occurs in-vivo biological processes. The project aims to provide: (i) the development of DNA-nanotransducers that can perform both detection and conformational analysis of molecular dynamics in one functional unit (ii), Use bioinformatics approaches to predict 3D structure of conformational states modelling real time evolution of interacting DNA-NT and proteins, and machine learning (ML) models to directly link the atomistic structure, conformational state, and dynamics (iii) Assess protein-DNA-NT binding by experimental approaches using linear and “on-chip” non-linear spectroscopies for the detection of vibrational signatures of organic molecular systems, to recognize consequent structural changes in the optical signal in real-time, (iv) Describe DNA-NT/protein interactions at the cellular level and 3D analysis of DNA-NT and model proteins, towards drug discovery. These research efforts will provide a foundation for a next generation of DNA-nanotransducers to be used for high-throughput functional molecular structure.	Supercoiled DNA; DNA molecular modelling; conformational ensembles; enhanced-optical analysis; on-chip-photonics	UPPSALA UNIVERSITET - UU		https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046920/program/43108390/details	
Comprehensive Analysis of RBM20-induced Dilated Cardiomyopathies using Omics Approaches and Repair Interventions	In CARDIOREPAIR, we aim to identify and repair disease-causing variants in dilated cardiomyopathy (DCM), the major contributor to heart failure. We focus on the gene RBM20 mutated in patients with a highly penetrant and aggressive form of familial DCM. We will create a comprehensive map of all possible RBM20 variants that can cause DCM and develop a therapeutic approach for mutations with the strongest effect size. Enabled by a multitude of new technologies developed in our groups, the primary goal is to characterize the complete spectrum of amino acid mutations in RBM20 by high-throughput saturation mutagenesis screens. Combined with functional readouts and multi-omics analysis of downstream processes, we will classify and score the pathogenicity of each individual mutant (objective 1). To this end, we will cover both the known DCM-causing RBM20 variants, as well as those that have not been identified in patients yet. Each mutant, represented by a typical transcriptomic, proteomic, phosphoproteomic, and microscopic fingerprint, will guide us in finding novel class-specific therapeutic strategies to revert the deviant phenotype back to the healthy state. For a subset of mutants representing each identified mutation class, we will generate mouse models and investigate changes in heart physiology and ultrastructure linked to the altered ‘ome’ profile. Our second goal is to establish a class-specific therapeutic approach for the treatment of patients harboring RBM20 mutations (objective 2). We will implement our advances in muscle-specific gene editing, focusing on prime editing and nanobody-guided approaches to specifically tackle the mutations leading to RBM20 translocation. This proposal serves as a blueprint for going from variant identification to therapy in an accelerated fashion by harnessing and combining the power of high-throughput functional genomics and bioengineering and therefore is widely applicable to other cardiovascular diseases (CVD).	dilated cardiomyopathy; RBM20; saturation mutagenesis screen; prime editing; multi-omics profiling	EUROPEAN MOLECULAR BIOLOGY LABORATORY - EMBL	HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH - HMGU	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101115574/program/43108390/details	
Complex chemical reaction networks for breakthrough scalable reservoir computing	"The brain is the world’s most amazing computer and it runs entirely on chemical reactions. The vision of CORENET is to construct brain-mimicking computing devices that utilise networks of chemical reactions as molecular information processing systems. To achieve this vision, we will implement reservoir computing (RC) on microfluidic chips using chemical reaction networks (CRNs) that convert input feedstock molecules and environmental conditions into a pattern of product molecules. This pattern can be monitored on a chip using a combination of high-throughput mass spectrometry analysis, algorithmic cheminformatics and AI tools.  
CORENET will generate a breakthrough in highly scalable and functional chemical RC by integrating our partners’ new knowledge and state-of-the-art methodologies in systems and analytical chemistry, microfluidics, cheminformatics and machine learning. CORENET will produce microfluidic chip devices that perform high-level computing with molecules, synthesising and analysing a pattern of output molecules in situ. This molecule-based computing power enables truly sustainable AI and speaks the language of living systems, which constantly process information about their molecular environment. Future applications of our chemical RC system lie in implantable devices, brain-machine interfaces and personalised medicine. 
CORENET brings together 4 leading scientists with complimentary expertise that covers all fundamental aspects of this project. Their expertise is combined with the world-class knowledge in AI/ML modelling of a high-tech global industry partner with unique research and computing infrastructure, while an SME specialised in the communication and dissemination of results will ensure maximised impact. Our highly interdisciplinary team will generate new scientific knowledge and breakthrough technologies to achieve essential priorities for Europe`s future and its support to the UN Sustainable Development Goals."	Systems chemistry; reaction networks; microfluidics; cheminformatics; artificial intelligence; chemical computing	UNIVERSIDAD AUTONOMA DE MADRID - UAM		https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046294/program/43108390/details	
Community-based engagement and intervenTions to stem the spread of antimicrobial resistance in the aqUatic environments catalysed by cLImate change and Plastic pollution interactions	Interconnections between ecological and societal systems facilitate compounding impacts of climate change, environmental plastic pollution and proliferation of antimicrobial resistance (AMR) on the health of people, animals and ecosystems on a planetary scale. Current knowledge on interactions between these three crises in the Earth’s natural systems and their impact on health is highly restricted. TULIP will apply a transdisciplinary socio-ecological systems thinking approach, robust environmental science methods, epidemiology, modelling, sampling design and state-of-the-art molecular tools to generate scientific evidence on plastic-AMR interactions. It will describe spatio-temporal dynamics and patterns of plastic-associated AMR under a changing climate and the compounding health and ecological impacts. It will employ the methodology of intervention and social sciences to explore social driving factors and current policies and design and evaluate community-based interventions and nature-based solutions. TULIP will convert created evidence to modelling-based decision-supporting tools that approximate co-benefits to human and ecosystem health, indicators and environmental policy recommendations highlighting triple-win solutions and foster the science-policy translation using an integrated knowledge translation framework. Aiming to ignite a lasting societal change toward health-promoting environments, TULIP will engage communities, citizen scientists, policymakers and experts from multiple sectors in research, co-design, co-implementation, communication and dissemination processes. TULIP will focus on aquatic environments as they create a milieu for interactions, transport pathways and exposure interface and showcase its approach in the Philippines and Italy and translate to a pan-European scale.	AMR; Plastic pollution; Climate Change; Ocean Health; One Health; Hydrology; Aquatic ecology; Interventions; Social sciences; Policy; Citizen science	UNIVERSITATSKLINIKUM HEIDELBERG - UKHD	FORSCHUNGSVERBUND BERLIN EV -; INNOCEANA - INNOCEANA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101136659/program/43108390/details	
