Title	Abstract	Keywords	Coordinator	Participants	URL	Interesting
Immunopeptidomics-based Development of Next-Generation Bacterial mRNA Vaccines (BAXERNA 2.0)	BAXERNA 2.0 will establish a new vaccine development pipeline based on dramatically improved immunopeptidomics screening and innovative mRNA vaccine formulation. We will use our powerful new pipeline to develop novel mRNA vaccines against three bacterial pathogens that can persist within phagocytic cells: Mycobacterium tuberculosis (MTB), Mycobacterium ulcerans (MU), and Acinetobacter baumannii (AB). MTB and AB are clinically problematic bacteria with alarming levels of antimicrobial resistance (AMR), while MU is an important neglected tropical disease. Although vaccines are recognized as highly effective tools to mitigate AMR and tropical diseases, effective vaccine development for these (facultative) intracellular bacteria is held back by a lack of known antigens, and by current vaccine platforms struggling to elicit the required strong cellular immune responses. We will overcome both limitations here through two key innovations: (i) novel proteomics and proteomics informatics approaches for immunopeptidomics to allow highly sensitive discovery and prioritization of bacterial epitopes presented on infected cells; and (ii) novel mRNA vaccines to induce both humoral and cellular immune responses, with innovative adjuvants to strengthen adaptive immunity, and to modulate innate immunity. Vaccine production will be done according to GMP standards, and we will pursue novel, low-cost production methods to enable local production and much-needed improved vaccine stability. We will characterize innate and adaptive immune responses in detail in human cellular models and mouse infection models. In addition, top vaccine candidates for MTB will be evaluated in unique primate models, followed by testing of the lead candidate in a first-in-human Phase I clinical trial. Together, we will establish our novel vaccine development pipeline as a blueprint for world-leading, next-generation bacterial vaccine development.	Tuberculosis, Buruli ulcer, Acinetobacter baumannii, mass spectrometry, proteomics, bioinformatics, mRNA vaccine, adjuvants, innate immunity, trained immunity, lipid nanoparticle, clinical trial	VIB VZW	UNIVERSITEIT GENT, KAROLINSKA INSTITUTET, INSTITUT PASTEUR, STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM, RHEAVITA, UNIVERSITE LIBRE DE BRUXELLES, UNIVERCELLS, VRIJE UNIVERSITEIT BRUSSEL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080544/program/43108390/details	
INNOVATIVE NASAL VACCINES TO PREVENT PATHOGEN COLONIZATION AND INFECTION IN THE UPPER RESPIRATORY TRACT (NOSEVAC)	Bacterial and viral respiratory infections are a leading cause of morbidity and mortality worldwide. Streptococcus pneumoniae and Bordetella pertussis, influenza virus and SARS-CoV-2, are responsible for diseases with major public health impact: community-acquired pneumonia, whooping cough, influenza and COVID-19, respectively. Vaccines against some of these diseases, administered by intramuscular or subcutaneous injection, do not prevent colonization or infection of the upper respiratory tract (URT), and therefore have limited impact on pathogen transmission. The NOSEVAC consortium aims to develop and assess innovative nasal vaccine platforms as a novel concept to block the earliest stage of infection, thereby inhibiting URT colonisation, transmission and disease. The project builds on a unique consortium of 12 renowned and complementary teams from the EU, UK and Switzerland. NOSEVAC’s objectives are to: • Develop vaccine formulations for nasal delivery of RNA- and protein-based antigens • Discover bacterial antigens that promote colonization of the URT • Use a combination of in vitro and in vivo models for optimal evaluation of vaccines efficacy • Identify key host immune factors required for long-term protection of the URT in human • Deliver two nasal vaccine candidates to fight S. pneumoniae and B. pertussis infection, and a single bivalent vaccine to prevent influenza and COVID-19 • Address acceptability of nasal vaccination Expected outcomes include (1) strengthening innovation in Europe by enriching the pipeline for novel vaccines against (new) respiratory infections, (2) increasing knowledge on the mechanisms underlying URT colonization, infection and immunity, and (3) evaluating nasal vaccine acceptability by stakeholders. NOSEVAC will develop strategic research avenues to fight respiratory pathogens including those with epidemic potential and will facilitate evidence-based decision making to policy makers and investors.	Bacterial and viral respiratory pathogens; nasal colonization, infection and immunity; vaccines; secretory antibodies, T cell response	EUROPEAN VACCINE INITIATIVE E.V	INSTITUT PASTEUR DE LILLE FONDATION, ISTITUTO SUPERIORE DI SANITA, VETERNA SRL, QUANTOOM BIOSCIENCES, UNIVERSIDAD DE SANTIAGO DE COMPOSTELA, UNIVERSITE DE LILLE, ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080528/program/43108390/details	
Gene Therapy for treatment of rare inherited Arrhythmogenic Cardiomyopathy (GEREMY)	Development of a cure for rare cardiac diseases is a risky, costly and time-consuming process, which is hampered by insufficient insight into pathophysiological mechanisms of the diseases and lack of relevant disease models. The GEREMY consortium proposes to overcome this challenge by developing a gene therapy (GT) for inherited arrhythmogenic cardiomyopathy (ACM), by targeting the disease-causing PLN (non-desmosomes) and PKP2 (cardiac desmosomes) mutations. The GEREMY consortium will apply a unique parallel approach and investigate various promising GT approaches (oligonucleotide chemistries, gene editing and gene delivery). Also, the consortium will engineer disease models for proper assessment of therapeutic interventions and aims to provide in vitro & in vivo preclinical proof-of-concept for the GT. A significant benefit compared to current technologies is that the GT has the potential to be a curative treatment for rare cardiac diseases. Based on previous successes, GEREMY will target PLN & PKP2 as a roadmap of the technology. Restoring the primary defect in the PLN & PKP2 genes that cause the disease will lead to preserving or even restoring myocardial contractility. Through this approach, GEREMY will work towards a curative treatment of inherited ACM and likely other cardiomyopathies, which significantly reduces the healthcare burden. The project’s experts in preclinical research and cardiac genetics will deliver preclinical efficacy and safety data for the mutation correction. The partners with regulatory and clinical trial expertise (EXOM, EUF, NLHI) will prepare for immediate start of clinical trials upon project completion, and apply for orphan drug designation. EUPATI, a patient organisation and KUL ethics partner will ensure that the project is continuously aligned with patient needs and ethical perspectives. The whole consortium will contribute to communicate an disseminate the results to ensure maximum exploitation of this breakthrough technology.	cardiomyopathies, PLN, PKP2, oligonucleotide chemistries, gene editing and gene delivery, patient engagement.	STICHTING NETHERLANDS HEART INSTITUTE	KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN, ACADEMISCH ZIEKENHUIS GRONINGEN, KLINIKUM RECHTS DER ISAR DER TECHNISCHEN UNIVERSITAT MUNCHEN, ITA-SUOMEN YLIOPISTO, STICHTING EUPATI FOUNDATION, STICHTING GENETISCHE HARTSPIERZIEKTE PLN, KATHOLIEKE UNIVERSITEIT LEUVEN, EXOM DEUTSCHLAND GMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080204/program/43108390/details	
Novel advanced and repurposed therapeutics for vision restoration in a group of severe rare ocular surface diseases: from validation to first clinical investigations (RESTORE VISION)	Rare Eye Diseases (REDs) are a major cause of visual impairment and blindness in Europe, affecting patients of all ages. The RESTORE VISION Consortium identified a group of 7 REDs all affecting the cornea and ocular surface that cause severe vision impairment and blindness and have inadequate treatment options today. Onset and progression is characterised by overlapping common pathophysiologic mechanisms: defective corneal wound healing, nerve degeneration, stem-cell dysfunction and aberrant vessel ingrowth. The 7 REDs targeted are Aniridia-Associated Keratopathy, Neurotrophic Keratopathy, Limbal Stem Cell Deficiency, Ocular Cicatricial Pemphigoid, EEC Syndrome, Ocular Graft versus Host Disease and Corneal Neovascularisation, affecting over 500k patients in Europe. Current management is often prohibitively expensive, has low efficacy and leads to debilitating side effects, pointing to a critical medical problem and area of unmet medical need. RESTORE VISION brings together actors from across the full value chain: 6 leading research institutions, 3 SMEs and a European patient organisation. We take a ground-breaking approach to improve eye health by verifying disease pathomechanisms, using cutting-edge models for each rare disease to test novel and repurposed compounds and determine drug mechanisms of action, formulating compounds as safe eye drop suspensions or subconjunctival drugs, and performing several first-in-human trials of novel therapies. New therapeutics with game-changing potential will be evaluated for the first time. Our pioneering ‘streams’ approach is based on the repurposing of 6 existing drugs and the development of 3 new compounds, all with solid preliminary data showing remarkable effects in restoring the cell physiology, immune, avascular, neural and signalling environment in the cornea. This innovative approach shortcircuits lengthy and complex regulatory and drug development processes, ensuring rapid translation into the clinic.	cornea, rare eye disease, stem cells, stem cell deficiency, nerve regeneration, wound healing, aniridia, neurotrophic keratopathy, graft versus host disease	NATIONAL UNIVERSITY OF IRELAND GALWAY	LINKOPINGS UNIVERSITET, OSPEDALE SAN RAFFAELE SRL, UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE, INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE, KLINIKUM DER UNIVERSITAET ZU KOELN, CELL2CURE APS, ANIRIDIA EUROPE, LABORATOIRES KOL, Catalyze B.V.	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080611/program/43108390/details	
Federate Learning and mUlti-party computation Techniques for prostatE cancer (FLUTE)	The FLUTE project will advance and scale up data-driven healthcare by developing novel methods for privacy-preserving cross-border utilization of data hubs. Advanced research will be performed to push the performance envelope of secure multi-party computation in Federated Learning, including the associated AI models and secure execution environments. The technical innovations will be integrated in a privacy-enforcing platform that will provide innovators with a provenly secure environment for federated healthcare AI solution development, testing and deployment, including the integration of real world health data from the data hubs and the generation and utilization of synthetic data. To maximize the impact, adoption and replicability of the results, the project will contribute to the global HL7 FHIR standard development, and create novel guidelines for GDPR-compliant cross-border Federated Learning in healthcare. To demonstrate the practical use and impact of the results, the project will integrate the FLUTE platform with health data hubs located in three different countries, use their data to develop a novel federated AI toolset for diagnosis of clinically significant prostate cancer and perform a multi-national clinical validation of its efficacy, which will help to improve predictions of aggressive prostate cancer while avoiding unnecessary biopsies, thus improving the welfare of patients and significantly reducing the associated costs. Team. The 11-strong consortium will include three clinical / data partners from three different countries, three technology SMEs, three technology research partners, a legal/ethics partner and a standards organization. Collaboration. In accordance with the priorities set by the European Commission, the project will target collaboration, cross-fertilization and synergies with related national and international European projects.	Federated Learning, Privacy Enhancing Technologies, Secure Multiparty Computation, Differential Privacy, Homomorphic Encryption, Privacy Metrics, GDPR, Privacy-Preserving Cross-Border Learning	INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE	FUNDACION CENTRO TECNOLOXICO DE TELECOMUNICACIONS DE GALICIA, ARTEEVO TECHNOLOGIES LTD, ISTITUTO ROMAGNOLO PER LO STUDIO DEI TUMORI DINO AMADORI, TIME.LEX, CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE, UNIVERSITAT POLITECNICA DE CATALUNYA, FUNDACIO HOSPITAL UNIVERSITARI VALL D'HEBRON, HL7 INTERNATIONAL FONDATION, QUIBIM SOCIEDAD LIMITADA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101095382/program/43108390/details	
A clinical research network to improve the management of Monkeypox virus disease (MPX-RESPONSE)	The 2022 Monkeypox outbreak is unprecedented in scale and cases are still active in South America and starting to appear in South-East Asia. Many questions about Monkeypox virus disease remain unanswered to this day, particularly concerning the management of patients. MPX-RESPONSE aims to increase our knowledge of the monkeypox virus disease, to improve its therapeutic management and to further inform public health policies and guidelines through four Work Packages (WP). WP2 (MOSAIC) will assess clinical and virological outcomes of Monkeypox patients treated or not with antiviral drugs, focusing treatment on the most severe cases. WPs 3 and 4 will conduct randomized clinical trials (RCT) with the most promising antiviral therapy, tecovirimat, targeting patients in Europe (WP3-EPOXI) and globally in collaboration with WHO (WP4-UNITY); particularly in mild and moderate cases. A common primary outcome will be shared between the two RCTs and EPOXI will include additional objectives regarding pharmacological, immunological and virological outcomes in six to ten EU/EEA countries and fulfill in particular EMA requirements for treatment authorisation. A continuous systematic review and individual patient meta-analysis will summarize all randomized evidence of the interventions for monkeypox. Finally, the project will make sure that acquired knowledge is integrated into public health policies and guidelines and that adequate messages are shared with the general public and high-risk populations with the help of patients’ representatives and associations (WP1-COORDINATE). To accomplish these objectives, MPX-RESPONSE will build on the expertise and networks of multiples partners including Ecraid and EU-RESPONSE and will reinforce and broaden Europe’s capacity to respond rapidly to public health emergencies.	Monkeypox, clinical trials, epidemic, tecovirimat, randomized controlled trials, data-sharing, antiviral drugs, treatment, networks, policy, therapeutic management	INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE	OSLO UNIVERSITETSSYKEHUS HF, UNIVERSITA DEGLI STUDI DI VERONA, INSERM TRANSFERT SA, ASSISTANCE PUBLIQUE HOPITAUX DE PARIS, SERVICIO MADRILENO DE SALUD, STICHTING EUROPEAN CLINICAL RESEARCH ALLIANCE ON INFECTIOUS DISEASES, UNIVERSITAIR MEDISCH CENTRUM UTRECHT, UNIVERSITEIT ANTWERPEN, ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM, FUNDACAO OSWALDO CRUZ, FOLKEHELSEINSTITUTTET, PANDEMIC PREPAREDNESS PLATFORM FOR HEALTH AND EMERGING INFECTIONS RESPONSE	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101115188/program/43108390/details	
Fighting childhood obesity to stay healthy all over the life (OBELISK)	Obesity rates in late teens have increased in Europe from 6% in 1980 to 32%, with long-lasting effects on the prevalence of severe obesity, diabetes and cardiovascular disease, premature death and disability. Efficiently fighting adult obesity is difficult but prevention and treatment of obesity have proven to work better at young ages. OBELISK goal is to cut the roots of the pandemic of obesity in Europe targeting children first. OBELISK is focused on elucidating, Predicting, Preventing obesity and bringing Precision medicine for children with obesity. OBELISK medicine is also Participative (4P), leveraging the potential of social innovation through engagement with families, scientific and medical communities, daycare, schools, municipalities, industries to achieve success. OBELISK objectives are: 1/ to bring breakthroughs in the molecular mechanisms by which causative factors interact to drive (or prevent) the transition from normal weight to obesity during childhood and to develop and exploit for prevention and treatment early predictive proprietary tools; 2/ to identify at least 3 novel childhood obesity genes with the prospect of identifying additional drug targets; 3/ to demonstrate the utility of targeted approaches to prevent childhood obesity; 4/ to bring breakthroughs in childhood obesity treatment including a real-life clinical study of a promising existing drug (GLP1R agonist) to reverse obesity in people with mutations predisposing to early severe obesity; 5/ to exploit the project results and disseminate best practices to prevent and treat childhood obesity, implementing education programs and translating OBELISK clinical results into guidelines and proposals for policy makers to change obesity care; 6/ to facilitate networking and exchanges with other actions and projects in order to optimize knowledge and joint activities. OBELISK targeted approach should contribute to decrease by 35% the number of children with obesity becoming adults with obesity.	Childhood/Adolescence Obesity, Prevention, Prediction, Precision Medicine, Participatory Medicine, Clinical Trials, Cost Efficiency, Prospective Cohorts, Inequalities, Genomics, Machine learning	INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE	OULUN YLIOPISTO, ASSISTANCE PUBLIQUE HOPITAUX DE PARIS, UNIVERSITA DEGLI STUDI DI MESSINA, TECHNISCHE UNIVERSITAET MUENCHEN, LUNDS UNIVERSITET, DEUTSCHES INSTITUT FUER ERNAEHRUNGSFORSCHUNG POTSDAM REHBRUECKE, THE EUROPEAN CHILDHOOD OBESITY GROUP, UNIVERSITA DEGLI STUDI DI VERONA, UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA, FUNDACIO INSTITUT HOSPITAL DEL MAR D INVESTIGACIONS MEDIQUES, INSERM TRANSFERT SA, CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE LILLE	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080465/program/43108390/details	
CAPTURING ULTRAFAST ELECTRON AND ION DYNAMICS IN BATTERIES (UltraBat)	Batteries are attractive candidates for lightweight, high capacity, mobile energy storage solutions. Despite decades of research, a persistent fundamental knowledge gap prevents batteries from fulfilling their potential, because the atomistic mechanisms of charge and ion transfer across interfaces in batteries remain largely unexplored by experimental techniques. When charges move, the local arrangement of atoms changes in response to the new electronic configuration. How these changes occur has a significant impact on how efficiently and how far the charges can move, yet the time and length scales are still poorly understood. Conventional experimental probes used in battery research cannot provide the needed ultrafast time and atomic length scale resolution, nor sensitivity to changes in electronic configuration around specific atomic species. Hence, it is currently challenging to unravel the dynamic rearrangement of atoms and ions which accompany electron transfer, and in turn govern the charge transfer processes. UltraBat will close this knowledge gap by pushing further the latest development of ultra-bright and ultra-fast X-ray Free Electron Laser (XFEL) scattering and spectroscopy techniques together with visible ultrafast spectroscopy to study charge transfer between different redox centres in Li-rich layered intercalation compounds and at the solid/liquid interface. Advances in NMR spectroscopy will reveal local ordering and lithium interfacial dynamics on the nanometer scale. Coupled with predictions of experimental observables from a new framework for atomic-scale simulations of the electrochemical interface and transport mechanisms, we will reveal phenomena driving diffusion of ions in complex electrode materials. This will provide the insight required for transformational approaches to control the redox reactions (e.g. electron transfer) that are common to many energy-related processes, including batteries, photovoltaics, and water-splitting systems.	Li-rich Ni-Mn-Co layered oxide; lithium-ion battery; charge transfer; solid-liquid interface; XFELs; Ultrafast x-ray techniques; Ultrafast optical and Raman spectroscopy; NMR; DFT simulation framework	DANMARKS TEKNISKE UNIVERSITET	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS, COLLEGE DE FRANCE, EUROPEAN X-RAY FREE-ELECTRON LASERFACILITY GMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101103873/program/43108390/details	
Resilient Multimodal freight Transport Network (ReMuNet)	ReMuNet identifies and signals disruptive events and assesses their impact on multimodal transport corridors. It reacts quickly and seamlessly upon disruptive events in real-time. It supports TMS-providers to improve route planning resilience. ReMuNet communicates alternative, pre-defined, multimodal transport routes to logistics operators and subsequently to truck drivers, locomotive drivers and barge captains. Through this, it enables a faster and adaptive multimodal network response. ReMuNet orchestrates route utilization, suggests transshipment points and optimizes capacity allocation, minimizing damage and shortening the recovery time. What is ReMuNet’s core objective? As trailblazer for the Physical Internet, ReMuNet pursues the vision to enable and incentivize synchro-modal relay-transport on European rail, road, and inland waterways to increase the holistic network resilience. It significantly reduces emissions and boosts freight transport corridor efficiency in case of disruptive events. How will ReMuNet achieve this? 1. A standardized method to describe multimodal transport networks. The proposed standard is derived from existing approaches and developed together with critical stakeholders to ensure Europe-wide practicability and acceptance 2. An algorithm capable of calculating multimodal route alternatives and capacity utilization in the face of disruptive events. It uses real-time data for dynamic synchromodal alternative route planning 3. A collaborative platform connecting relevant freight operators and enables them to manage disruptions. This is done by providing secure and resilient digital logistic and network management tools enabling alternative route planning information and orchestrating event-based synchromodal relay transportation 4. Using Reinforcement Learning to model and evaluate alternative courses of action, providing the basis for a self-learning, adaptive multimodal European freight transport and logistics network	multimodal transport, resilient supply chain, disruptive event, relay-traffic, synchro-modal, sustainable transport, collaboration platform, route planning algorithm, self-learning impact modeling	FORSCHUNGSINSTITUT FUR RATIONALISIERUNG E. V.	SVENSKA HANDELSHOGSKOLAN, PTV PLANUNG TRANSPORT VERKEHR GmbH, 4PL INTERMODAL GMBH, MANSIO GMBH, FRAUNHOFER AUSTRIA RESEARCH GMBH, HAFEN WIEN GMBH, WHITE RESEARCH SRL, UNION INTERNATIONALE DES SOCIETES DE TRANSPORT COMBINE RAIL-ROUTE SCRL, CONTARGO GMBH & CO KG, VEDIAFI OY, DANSK RODE KORS (DANISH RED CROSS), ILMATIETEEN LAITOS, ALLIANCE FOR LOGISTICS INNOVATION THROUGH COLLABORATION IN EUROPE, SCHACHINGER IMMOBILIEN UND DIENSTLEISTUNGS GMBH & CO OG	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101104072/program/43108390/details	
Improving understanding of lung immunity in tuberculosis to establish a diverse, innovative TB vaccine pipeline targeting mucosal immunity (TBVAC-HORIZON)	Tuberculosis (TB) remains one of the most devastating infectious diseases worldwide, killing over 4,000 people every day. Prevention of tuberculosis infection by novel vaccines would provide the most cost-effective approach to achieve the goals of the WHO End TB strategy and the Sustainable Development Goals of the United Nations. While there are few promising TB vaccine candidates available, innovation by new platforms and strategies is needed to ensure that the most effective and affordable vaccines are developed. TBVACHORIZON will innovate and diversify the global TB vaccine pipeline by pursuing four objectives: 1. Define the composition, spatial organisation and functioning of protective immune responses in the Mycobacterium tuberculosis-infected lung. 2. Evaluate whether mucosal re-vaccination with BCG and other live attenuated vaccines improves protective efficacy against tuberculosis infection in mice, non-human primates and humans. 3. Identify host immune response profiles and biomarkers of natural and vaccine-induced immune protection in the lung. 4. Support next generation TB vaccine development by standardised head-to-head testing of selected vaccine candidates in animals and the establishment of novel delivery systems, adjuvant formulations and GMP platforms for live attenuated vaccines. TBVACHORIZON will increase our understanding and develop tools pertaining to immune protection in the lung, the major site of tuberculosis infection. This knowledge will be exploited to develop mucosal strategies for translating towards clinical evaluation and possible implementation. The interwoven activities will consolidate Europe’s leading role in TB vaccine research and innovation, with the ultimate goal of accelerated availability of affordable, accessible and more effective TB vaccines.	Tuberculosis, Vaccines, Novel approaches, Platform technologies, Immune protection,	STICHTING TUBERCULOSIS VACCINE INITIATIVE	STICHTING BIOMEDICAL PRIMATE RESEARCH CENTER, CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS, ISTITUTO NAZIONALE PER LE MALATTIE INFETTIVE LAZZARO SPALLANZANI-ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO, INSTITUT PASTEUR, INSTITUT PASTEUR DE LILLE FONDATION, ACADEMISCH ZIEKENHUIS LEIDEN, STATENS SERUM INSTITUT, UNIVERSIDAD DE ZARAGOZA, UNIVERSITAET ULM, CZ VACCINES S.A.	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080309/program/43108390/details	
Next-generation models and genetic therapies for rare neuromuscular diseases (MAGIC)	Muscular dystrophies are severe genetic disorders characterised by muscle wasting, impaired mobility and premature death, which to date remain incurable. Although preclinical and clinical evidence position genetic therapies amongst the key emerging treatments for several genetic conditions, no gene therapy or genome editing strategy has been approved for any muscular dystrophies yet. The lack of robust, human(ised) models enabling precise development of such advanced therapies is a major barrier towards their clinical translation for muscle diseases. To overcome this limitation, we have assembled the multidisciplinary MAGIC consortium to build novel, high-fidelity, models of human skeletal muscle pathophysiology which will be used to develop new vectors for safe and efficacious neuromuscular gene therapy and genome editing. Specific rare (paediatric) diseases targeted by our consortium are Duchenne muscular dystrophy (DMD), X-linked centronuclear myopathy (XLCNM), LMNA- and COL6-related congenital muscular dystrophies (CMDs). Microfabrication, microfluidics and human stem cell differentiation technologies will be used to generate disease-specific muscle-on-chip devices qualified for commercialisation, capable of screening toxicity and cell-specificity of new adeno-associated viral vector (AAV) capsid variants, and unique muscle-specific lentiviruses. Selected vectors will be equipped with novel lineage-specific regulatory elements to further restrict transgene expression to myofibres, muscle stem cells or interstitial fibroblasts, reducing also potential immunogenicity. The same vectors will be loaded with therapeutic genes or with new mutationindependent (for DMD and XLCNM) or mutation-specific (for LMNA- and COL6-CMD) gene editing tools, which will then be validated in dystrophic rodents. Finally, GMP-compatible batches of the top performing vectors will undergo advanced preclinical testing in large animals, preparing them for future clinical translation.	Neuromuscular diseases, skeletal muscle, bioengineering, gene editing, muscle stem cells	INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE	MEDIZINISCHE HOCHSCHULE HANNOVER, UNIVERSITE PARIS XII VAL DE MARNE, CHILDREN'S HOSPITAL MEDICAL CENTER, NATIONAL UNIVERSITY OF IRELAND MAYNOOTH, PARENT PROJECT APS, BIOND SOLUTIONS BV, STICHTING DUCHENNE DATA FOUNDATION, VIVEBIOTECH SL, REITHERA SRL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101080690/program/43108390/details	
A EUROPEAN MULTI-DISCIPLINARY CLINICAL PROJECT MEANT TO IMPROVE THE MANAGEMENT OF PATIENTS WITH POOR PROGNOSTIC OVARIAN CANCER AFTER NEOADJUVANT CHEMOTHERAPY: RESTORING HOPE, SALVAGING LIVES (SALVOVAR)	The standard medical-and-surgical treatment of ovarian carcinoma patients relies on a systemic chemotherapy (carboplatin-paclitaxel), a tumor debulking surgery meant to be complete (no post-operative residual lesion), and a subsequent maintenance treatment with modern targeted agents. Recent studies identified a patient population (~14,000 patients / year in Europe), whose prognostic is poor (5 year-overall survival (OS) <20%) due to a refractory cancer, characterized by a poor chemosensitivity (assessable online with the numeric CA-125 KELIMTM score <1.0), and by a disease found non-resectable disease after 3-4 cycles of chemotherapy. In these patients, there is a high uncertainty about the best treatment adjustments to apply. SALVOVAR is a European project led by HCL, meant 1) to raise the physician awareness, and propose practical and affordable diagnostic tools for identifying these patients, and 2) to assess the utility (OS benefit), acceptability (quality-of-life; patient perception) and affordability (cost-effectiveness, including country coverage policies) of solutions based on adjustments of their medical-and-surgical treatment. These solutions implementable in routine may improve their prognosis, according to recent literature data. The project will be based on a large pragmatic randomized phase III trial, sponsored by ARCAGY-GINECO group, and activated in 6 countries (ENGOT network; ~100 recruiting centers), with the objective of demonstrating an OS benefit with the chemotherapy densification (weekly carboplatine-paclitaxel dose-dense regimen) compared to the continuation of the standard 3-weekly regimen. Total 685 patients treated with the standard neo-adjuvant chemotherapy will be pre-screened to randomize 240 patients. Dissemination, and communication will be carried-on to ensure the quality of the project, and inform the stakeholders, patients, public, health authorities/ payers of the project outcomes, mean to change the practices. This action is part of the Cancer Mission cluster of projects on ‘Diagnosis and treatment’.	Ovarian cancer; Chemotherapy; Debulking surgery; Survival; Prognosis; CA-125; Therapeutic strategy; Numeric tool; Patient perception; Coverage policy	HOSPICES CIVILS DE LYON	ARCAGY ASSOCIATION, CENTRE DE LUTTE CONTRE LE CANCER LEON BERARD, FUNDACIO PRIVADA PER A LA RECERCA I LA DOCENCIA SANT JOAN DE DEU, INSTITUT CLAUDIUS REGAUD, INSTITUT GUSTAVE ROUSSY, CENTRE HOSPITALIER UNIVERSITAIRE, LYON INGENIERIE PROJETS, SUSANNAH CARROLL, EUROPEAN CANCER PATIENT COALITION	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101104469/program/43108390/details	
